chunk,article,law
"Krivični zakonik | Ugrožavanje lica pod međunarodnom zaštitom | (1) Ko prema licu pod međunarodnom zaštitom ili članu njegove porodice izvrši otmicu ili neko drugo nasilje, ili napadne na njegove službene prostorije, privatan stan ili prevozno sredstvo, kazniće se zatvorom od jedne do deset godina. (2) Ako j e usled dela iz stava 1. ovog člana nastupila smrt jednog ili više lica, učinilac će se kazniti zatvorom najmanje pet godina. (3) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac neko lice sa umišljajem lišio života, kazniće se zatvorom najmanj e deset godina ili doživotnim zatvorom. (4) Ko ugrozi sigurnost lica iz stava 1. ovog člana ozbiljnom pretnjom da će napasti njega, njegove službene prostorije, privatan stan ili prevozno sredstvo, kazniće se zatvorom od šest meseci do pet godina. ",Član 392  ,Krivični zakonik
"Krivični zakonik | Finans iranje terorizma | (1) Ko neposredno ili posredno obezbeđuje ili prikuplja sredstva s ciljem da se ona koriste ili sa znanjem da će se koristiti u potpunosti ili delimično za finansiranje vršenja krivičnih dela iz čl. 134, 287, 290, 291, 292, 293. i čl. 391. do 392. ovog zakonika ili za finansiranje organizacija koje za cilj imaju vršenje tih dela ili pripadnika tih organizacija ili lica koje z a cilj ima vršenje tih dela, kazniće se zatvorom od jedne do deset godina. (2) Sredstvima iz stava 1. ov og člana smatraju se sva sredstva, materijalna ili nematerijalna, pokretna ili nepokretna, bez obzira na način sticanja i formu dokumenta ili isprave, uključujući elektronsku ili digitalnu, kojima se dokazuje svojina ili interes u odnosu na ta sredstva, uk ljučujući bankarske kredite, putne čekove, novčane naloge, hartije od vrednosti, akreditive i druga sredstva. (3) Sredstva iz stava 1. ovog člana oduzeće se. ",Član 393  ,Krivični zakonik
"Krivični zakonik | Terorističko udruživanje | (1) Ako se dva ili više lica udruže na duže vreme radi vršen ja krivičnih dela iz člana 391. do 393. ovog zakonika, kazniće se kaznom propisanom za delo za čije vršenje je udruženje organizovano. (2) Učinilac dela iz stava 1. ovog člana koji otkrivanjem udruženja ili na drugi način spreči izvršenje krivičnih dela iz stava 1. ovog člana, ili koji doprinese njegovom otkrivanju, kazniće se zatvorom do tri godine, a može se i osloboditi od kazne. ",Član 393a  ,Krivični zakonik
"Krivični zakonik | Izbegavanje vojne obaveze | Ko se, bez opravdanog razloga, ne odazove pozivu za izvršenje regrutne obaveze, obaveze služenja vojnog roka ili obaveze lica u rezervnom sastavu ili izbegava prijem poziva za izvršenje te obaveze, kazniće se novčanom kaznom ili zatvorom do jedne godin e. ",Član 394  ,Krivični zakonik
"Krivični zakonik | Izbegavanje vojne obaveze | Ko se krije da bi izbegao obavezu iz stava 1. ovog člana, kazniće se zatvorom od tri meseca do tri godine. ",Član 394  ,Krivični zakonik
"Krivični zakonik | Izbegavanje vojne obaveze | Ko napusti zemlju ili ostane u inostranstvu da bi izbegao izvršenje vojne obaveze iz stava 1. ovog člana, kazniće se zatvorom od jedne d o osam godina. ",Član 394  ,Krivični zakonik
"Krivični zakonik | Izbegavanje vojne obaveze | Ko poziva ili podstiče više lica na izvršenje dela iz st. 1. do 3. ovog člana, kazniće se za delo iz stava 1. zatvorom do tri godine, a za delo iz st. 2. i 3. zatvorom od dve do dvanaest godina. ",Član 394  ,Krivični zakonik
Krivični zakonik | Izbegavanje vojne obaveze | Učinilac dela iz st. 1. do 3. ovog č lana koji se dobrovoljno prijavi nadležnom državnom organu može se osloboditi od kazne. ,Član 394  ,Krivični zakonik
"Krivični zakonik | Izbegavanje popisa i pregleda | Ko se protivno zakonom utvrđenoj obavezi, bez opravdanog razloga, ne odazove pozivu nadležnog organa za popis ili pregled ili se protivi popisu ili pregledu ljudstva ili materijalnih sredstava potrebnih za odbranu zemlje ili ko pri ovakvom popisu ili pregledu da netačne podatke, kazniće se novčanom kaznom ili zatvorom do jedne godine. ",Član 395  ,Krivični zakonik
"Krivični zakonik | Neizvršavanje materijalne obaveze | (1) Ko protivno zakonom utvrđenoj obavezi, bez opravdanog razloga, ne dopremi na određeno mesto, u određeno vreme i u stanju koje omogućava njihovu namensku upotrebu materijalna sredstva ili ne privede stoku, kazniće se novčanom kaznom ili zatvorom do jed ne godine. (2) Ako je delo iz stava 1. ovog člana učinjeno za vreme ratnog stanja, oružanog sukoba ili vanrednog stanja, učinilac će se kazniti zatvorom od šest meseci do pet godina. ",Član 396  ,Krivični zakonik
"Krivični zakonik | Izbegavanje vojne službe onesposobljenjem i obmanom | (1) Ko u nameri da izbegne vojnu službu ili da bude raspoređen na lakšu dužnost sebe ozledi ili na drugi način privremeno onesposobi za vojnu službu ili dozvoli drugom da ga privremeno onesposobi, kao i onaj ko drugog sa njegovim odobrenjem ili bez odobrenja u ist oj nameri privremeno onesposobi, kazniće se zatvorom od tri meseca do pet godina. (2) Ako je izvršenjem dela iz stava 1. ovog člana nastupila trajna nesposobnost za vojnu službu, učinilac će se kazniti zatvorom od jedne do osam godina. (3) Ko u nameri iz stava 1. ovog člana simulira bolest ili za sebe ili drugog upotrebi lažnu ispravu ili postupi na drugi prevaran način, kazniće se zatvorom od tri meseca do pet godina",Član 397  ,Krivični zakonik
"Krivični zakonik | Protivpravno oslobođenje od vojne službe | Ko zloupotrebom svog položaja ili ovlašćenja učini da se oslobodi od dužnosti ili da se rasporedi na lakšu dužnost vojno lice ili lice koje podleže vojnoj obavezi, kazniće se zatvorom od šest meseci do pet godina. ",Član 398  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Vojno lice koje samovoljno odsustvuje iz svoje jedinice ili službe najmanje pet dana ili kraće vreme ukoliko odsustvuje više puta u toku jedne godine ili samovoljno napusti svoju jedinicu ili službu za vreme izvršenja važnog zadat ka ili povećanog stepena borbene gotovosti jedinice, kazniće se novčanom kaznom ili zatvorom do jedne godine. ",Član 399  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Vojno lice koje se krije da bi izbeglo službu u vojsci ili koje samovoljno odsustvuje iz svoje jedinice ili službe duže o d trideset dana, kazniće se zatvorom od tri meseca do tri godine. ",Član 399  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Vojno lice koje napusti zemlju ili ostane u inostranstvu da bi izbeglo službu u vojsci, kazniće se zatvorom od jedne do osam godina. ",Član 399  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Vojno lice koje priprema bekstvo u inostranstvo da bi izbeglo službu u vojsci, kazniće se zatvorom od tri meseca do tri godine. ",Član 399  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Ko poziva ili podstiče više lica na izvršenje dela iz stava 1. ovog člana, kazniće se zatvorom od jedne do osam godina. ",Član 399  ,Krivični zakonik
"Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Ko poziva i podstiče više lica na izvršenje dela iz st. 2. i 3. ovog člana, kazniće se zatvorom od dve do dvanaest godina. ",Član 399  ,Krivični zakonik
Krivični zakonik | Samovoljno odsustvovanje i bekstvo iz Voj ske Srbije | Učinilac dela iz st. 2. i 3. ovog člana koji se dobrovoljno javi nadležnom državnom organu radi vršenja vojne službe može se osloboditi od kazne. ,Član 399  ,Krivični zakonik
"Krivični zakonik | Neizvršenje i odbijanje izvršenja naređenja | (1) Vojno lice koje ne izvrši ili odbije da izvrši naređenje pretpostavljenog u vezi sa službom, pa usled toga nastupe teže štetne posledice za službu ili je služba bila teže u grožena, kazniće se zatvorom od tri meseca do tri godine. (2) Ako su usled dela iz stava 1. ovog člana nastupile teške posledice za vojnu službu ili se naređenje odnosi na prijem ili upotrebu oružja, učinilac će se kazniti zatvorom od jedne do osam godina . (3) Ako je delo iz st. 1. i 2. ovog člana učinjeno iz nehata, učinilac će se kazniti za delo iz stava 1. novčanom kaznom ili zatvorom do jedne godine, a za delo iz stava 2. zatvorom od tr i meseca do tri godine. ",Član 400  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Vojno lice koje se zajedno sa drugim vojnim licima usprotivi naređenju pretpostavljenog u vezi sa službom i neće da ga izvrši ili odbije da vrši svoju dužnost, kazniće se zatvorom od tri meseca do tri godine. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Ako je delo iz stava 1. ovog člana izv ršeno organizovano, učinilac će se kazniti zatvorom od jedne do pet godina. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Ako je delo iz st. 1. i 2. ovog člana izvršeno upotrebom oružja, učinilac će se kazniti zatvorom od jedne do osam godina. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Vojno lice koje pri izvršenju dela iz st. 1. do 3. ovog člana liši života drugog iz nehata, kazniće se zatvorom od dve do deset godina. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Organizator i kolovođa dela iz stava 2. ovog člana, kazniće se zatvorom od dve do deset godina. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Ko vrši pripreme za delo iz stava 2. ovog člana, kazniće se za tvorom od tri meseca do tri godine. ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje pretpostavljenom | Vojni starešina koji, u okviru svoje nadležnosti, u slučaju dela iz st. 1. do 4. ovog člana ne preduzme propisane, naređe ne ili očigledno potrebne mere da se uspostavi red, kazniće se zatvorom od jedne do pet godina . ",Član 401  ,Krivični zakonik
"Krivični zakonik | Protivljenje vojnom licu koje vrši posebnu vojnu službu | Ko se protivi vojnom licu koje vrši stražarsku, patrolnu, dežurnu, čuvarsku ili drugu sličnu službu ili ne posluša njegov poz iv ili ne izvrši ili odbije da izvrši njegovo naređenje, pa u sled toga nastupe teže štetne posledice za službu ili je služba bila teže ugrožena, kazniće se zatvorom od tri meseca do tri godine. ",Član 402  ,Krivični zakonik
"Krivični zakonik | Prinuda prema vojnom licu u vršenju službene dužnosti | (1) Ko silom ili pretnjom da će neposredno upotrebiti sil u spreči vojno lice u vršenju službene dužnosti ili ga na isti način prinudi da postupi protivno službenoj dužnosti, kazniće se zatvorom od tri meseca do tri godine. (2) Ako su usled izvršenja dela iz stava 1. ovog člana nastupile teške posledice za služb u, učinilac će se kazniti zatvorom od jedne do osam godina. (3) Za pokušaj dela iz stava 1. ovog člana kazniće se. ",Član 403  ,Krivični zakonik
"Krivični zakonik | Napad na vojno lice u vršenju vojne službe | (1) Ko napadne ili preti da će napasti vojno lice koje vrši službu, kazniće se zatvorom od tri meseca do tri godine. (2) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac naneo vojnom licu laku telesnu povredu ili preti upotrebom oruž ja, kazniće s e zatvorom od tri meseca do pet godina. (3) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac naneo vojnom licu tešku telesnu povredu ili je izazvao teške posledice za službu iz nehata, kazniće se zatvorom od jedne do osam godina. (4) Ako je pri izvršenju dela iz stava 1. ovog člana učinilac lišio života vojno lice iz nehata, kazniće se zatvorom od dve do deset godina. Oslobođenje od kazne za dela iz čl. 400. do 404",Član 404  ,Krivični zakonik
"Krivični zakonik | | Ako je učinilac dela iz čl. 400, 401. stav 1, 402, 403. stav 1. i 404 . st. 1. i 2. ovog zakonika bio izazvan nezakonitim i grubim postupanjem vojnog lica može se osloboditi od kazne. ",Član 405  ,Krivični zakonik
"Krivični zakonik | Zlostavljanje potčinjenog i mlađeg | (1) Vojni starešina koji u službi ili u vezi sa službom zlostavlja potčinjenog ili mlađeg ili s a njima postupa na način kojim se vređa ljudsko dostojanstvo, kazniće se zatvorom od tri meseca do tri godine. (2) Ako je usled dela iz stava 1. ovog člana došlo do teške telesne povrede ili teškog narušavanja zdravlja potčinjenog ili mlađeg ili ako je de lo izvršeno prema više lica, učinilac će se kazniti zatvorom od jedne do pet godina. ",Član 406  ,Krivični zakonik
"Krivični zakonik | Povreda posebne vojne službe | Vojno lice koje postupi protivno propisima o stražarskoj, patrolnoj, dežurnoj, čuvarskoj ili drugoj sličnoj službi, pa us led toga nastupe teže štetne posledice za službu ili je služba bila teže ugrožena, kazniće se zatvorom od tri meseca do tri godine. ",Član 407  ,Krivični zakonik
"Krivični zakonik | Povreda posebne vojne službe | Ako je delo iz stava 1. ovog člana učinjeno kod skladišta oružja, municije ili eksplozivnog materijala ili kod drugog obj ekta važnog značaja, učinilac će se kazniti zatvorom od tri meseca do pet godina. ",Član 407  ,Krivični zakonik
"Krivični zakonik | Povreda posebne vojne službe | Ako je usled dela iz st. 1. i 2. ovog člana nastupila teška telesna povreda, ili imovinska šteta velikih razmera ili su nastupile druge teške posledice, učinilac će se kazn iti zatvorom od jedne do osam godina. ",Član 407  ,Krivični zakonik
"Krivični zakonik | Povreda posebne vojne službe | Ako je usled dela iz st. 1. i 2. ovog člana nastupila smrt jednog ili više lica, učinilac će se kazniti zatvorom od dve do dvanaest godina. ",Član 407  ,Krivični zakonik
"Krivični zakonik | Povreda posebne vojne službe | Ako su dela iz st. 1. do 4. ovog člana učinjena iz nehata, učinilac će se kazniti, za delo iz stava 1. novčanom kaznom ili zatvorom do jedne godine, za delo iz stava 2. novčanom kaznom ili zatvorom do dve godine, za delo iz stava 3. zatvorom od tri meseca do tri godine, a za delo iz stava 4. zatvorom od jedne do osam godin a. ",Član 407  ,Krivični zakonik
"Krivični zakonik | Povreda obezbeđenja državne granice | Službeno lice koje vršeći službu na granici postupi protivno propisima o čuvanju državne granice, pa usled toga nastupe teže štetne posledice ili je služba bila teže ugrožena, kazniće se zatvorom od še st meseci do pet godina. ",Član 408  ,Krivični zakonik
"Krivični zakonik | Povreda obezbeđenja državne granice | Ako je delo iz stava 1. ovog člana izvršeno za vreme vršenja dužnosti u naročitim okolnostima ili je usled dela nastupila teška telesna povreda ili imovinska šteta velikih razmera ili su nastupile druge teške posledice, učinil ac će se kazniti zatvorom od jedne do osam godina. ",Član 408  ,Krivični zakonik
"Krivični zakonik | Povreda obezbeđenja državne granice | Ako je usled dela iz stava 1. ovog člana nastupila smrt jednog ili više lica, učinilac će se kazniti zatvorom od dve do dvanaest godina. ",Član 408  ,Krivični zakonik
"Krivični zakonik | Povreda obezbeđenja državne granice | Ako je delo iz stava 1. ovog člana učinjeno iz nehata, učinilac će se kazniti novčanom kaznom ili zatvorom do jedne godine. ",Član 408  ,Krivični zakonik
"Krivični zakonik | Povreda obezbeđenja državne granice | Ako je usled dela iz stava 4. ovog člana nastupila posledica iz stava 2. ovog člana, učinilac će se kazniti zatvorom od t ri meseca do tri godine, a ako je nastupila posledica iz stava 3 . ovog člana, učinilac će se kazniti zatvorom od jedne do osam godina. ",Član 408  ,Krivični zakonik
